orthogroup	n	avg_bp_length
OG0000188	3	1156.8947368421052
OG0000189	3	588
OG0000190	3	252
OG0000191	3	750.9473684210526
OG0000192	3	207.31578947368422
OG0000193	3	402
OG0000194	3	1084.578947368421
OG0000195	3	2415
OG0000196	3	909
OG0000197	3	831
OG0000198	3	867
OG0000199	3	906
OG0000200	3	357.1578947368421
OG0000201	3	1307.0526315789473
OG0000202	3	1701
OG0000203	3	648
OG0000204	3	1329
OG0000205	3	381
OG0000206	3	2287.4210526315787
OG0000207	3	479.6842105263158
OG0000208	3	697.7368421052631
OG0000209	3	994.8157894736842
OG0000210	3	1211.4473684210527
OG0000211	3	530.5263157894736
OG0000212	3	251.52631578947367
OG0000213	3	758.0526315789474
OG0000214	3	667.1052631578947
OG0000215	3	627.3157894736842
OG0000216	3	2688
OG0000217	3	267
OG0000218	3	1569.3157894736842
OG0000219	3	1122
OG0000220	3	1135.1842105263158
OG0000221	3	466.42105263157896
OG0000222	3	991.1052631578947
OG0000223	3	2019
OG0000224	3	667.6578947368421
OG0000225	3	634.3421052631579
OG0000226	3	819
OG0000227	3	1221
OG0000228	3	510.2368421052632
OG0000229	3	566.2105263157895
OG0000230	3	565.8157894736842
OG0000231	3	875.5263157894736
OG0000232	3	1368.4736842105262
OG0000233	3	999
OG0000234	3	991.8947368421053
OG0000235	3	582
OG0000236	3	1311
OG0000237	3	2199.157894736842
OG0000238	3	270
OG0000239	3	1629
OG0000240	3	406.57894736842104
OG0000241	3	1623.6315789473683
OG0000242	3	623.7631578947369
OG0000243	3	724.8157894736842
OG0000244	3	1269
OG0000245	3	414
OG0000246	3	1581.2368421052631
OG0000247	3	1023
OG0000248	3	483.39473684210526
OG0000249	3	1376.4473684210527
OG0000250	3	489.55263157894734
OG0000251	3	689.6052631578947
OG0000252	3	323.7631578947368
OG0000253	3	1936.1052631578948
OG0000254	3	732
OG0000255	3	564.1578947368421
OG0000256	3	774.7105263157895
OG0000257	3	939
OG0000258	3	1046.7631578947369
OG0000259	3	1468.1842105263158
OG0000260	3	1291.578947368421
OG0000261	3	759
OG0000262	3	846.2368421052631
OG0000263	3	611.5263157894736
OG0000264	3	2916
OG0000265	3	479.13157894736844
OG0000266	3	448.10526315789474
OG0000267	3	563.2105263157895
OG0000268	3	1332
OG0000269	3	771.1578947368421
OG0000270	3	244.81578947368422
OG0000271	3	1321.657894736842
OG0000272	3	1029.9473684210527
OG0000273	3	237
OG0000274	3	1845.4736842105262
OG0000275	3	1089.2368421052631
OG0000276	3	1156.0263157894738
OG0000277	3	1172.4473684210527
OG0000278	3	1290
OG0000279	3	1461.7105263157894
OG0000280	3	885
OG0000281	3	1005
OG0000282	3	1431
OG0000283	3	2557.7368421052633
OG0000284	3	412.57894736842104
OG0000285	3	1432.2631578947369
OG0000286	3	1284
OG0000287	3	900
OG0000288	3	743.6842105263158
OG0000289	3	1374
OG0000290	3	221.92105263157896
OG0000291	3	1128.3947368421052
OG0000292	3	3132.4736842105262
OG0000293	3	1665
OG0000294	3	482.13157894736844
OG0000295	3	270
OG0000296	3	736.2631578947369
OG0000297	3	1023.7105263157895
OG0000298	3	1143.7894736842106
OG0000299	3	1258.2631578947369
OG0000300	3	594.3947368421053
OG0000301	3	1237.7368421052631
OG0000302	3	1311
OG0000303	3	519.9473684210526
OG0000304	3	561
OG0000305	3	294
OG0000306	3	531
OG0000307	3	1827
OG0000308	3	1377.4736842105262
OG0000309	3	2025
OG0000310	3	1257
OG0000311	3	893.2105263157895
OG0000312	3	992.1315789473684
OG0000313	3	364.2631578947368
OG0000314	3	1385.842105263158
OG0000315	3	1553.5263157894738
OG0000316	3	1500
OG0000317	3	1287
OG0000318	3	1566.3947368421052
OG0000319	3	1047.4736842105262
OG0000320	3	852
OG0000321	3	885
OG0000322	3	1337.6052631578948
OG0000323	3	927.3157894736842
OG0000324	3	885.2368421052631
OG0000325	3	756.7105263157895
OG0000326	3	225
OG0000327	3	399
OG0000328	3	2147.4473684210525
OG0000329	3	975
OG0000330	3	867.1578947368421
OG0000331	3	1080
OG0000332	3	442.89473684210526
OG0000333	3	2729.3684210526317
OG0000334	3	954.3157894736842
OG0000335	3	1233.4736842105262
OG0000336	3	1352.2105263157894
OG0000337	3	787.421052631579
OG0000338	3	255.23684210526315
OG0000339	3	745.3421052631579
OG0000340	3	1257.078947368421
OG0000341	3	1358.921052631579
OG0000342	3	1773
OG0000343	3	671.8421052631579
OG0000344	3	1426.8157894736842
OG0000345	3	430.2631578947368
OG0000346	3	771.078947368421
OG0000347	3	231
OG0000348	3	567
OG0000349	3	495
OG0000350	3	943.578947368421
OG0000351	3	1695
OG0000352	3	1037.5263157894738
OG0000353	3	792
OG0000354	3	648.7105263157895
OG0000355	3	963
OG0000356	3	526.6578947368421
OG0000357	3	1275.7105263157894
OG0000358	3	1005.7105263157895
OG0000359	3	624
OG0000360	3	905.8421052631579
OG0000361	3	819
OG0000362	3	1089
OG0000363	3	1106.0526315789473
OG0000364	3	254.92105263157896
OG0000365	3	1915.8947368421052
OG0000366	3	1420.2631578947369
OG0000367	3	545.0526315789474
OG0000368	3	936.3157894736842
OG0000369	3	1054.1052631578948
OG0000370	3	468
OG0000371	3	585
OG0000372	3	2888.684210526316
OG0000373	3	696
OG0000374	3	1084.7368421052631
OG0000375	3	502.7368421052632
OG0000376	3	636.6315789473684
OG0000377	3	2668.4210526315787
OG0000378	3	603
OG0000379	3	2094.315789473684
OG0000380	3	438
OG0000381	3	411
OG0000382	3	375.7894736842105
OG0000383	3	838.8947368421053
OG0000384	3	218.05263157894737
OG0000385	3	668.7631578947369
OG0000386	3	1417.421052631579
OG0000387	3	774.8684210526316
OG0000388	3	480
OG0000389	3	1977.5526315789473
OG0000390	3	1514.921052631579
OG0000391	3	687
OG0000392	3	1383
OG0000393	3	2628
OG0000394	3	832.7368421052631
OG0000395	3	760.7368421052631
OG0000396	3	606
OG0000397	3	198
OG0000398	3	951
OG0000399	3	1826.6052631578948
OG0000400	3	1210.1052631578948
OG0000401	3	802.578947368421
OG0000402	3	1089.7105263157894
OG0000403	3	905.2105263157895
OG0000404	3	2196.6315789473683
OG0000405	3	791.5263157894736
OG0000406	3	2093.0526315789475
OG0000407	3	885
OG0000408	3	683.2105263157895
OG0000409	3	399
OG0000410	3	2224.815789473684
OG0000411	3	582
OG0000412	3	592.8157894736842
OG0000413	3	402
OG0000414	3	816.5526315789474
OG0000415	3	708
OG0000416	3	906
OG0000417	3	747
OG0000418	3	860.5263157894736
OG0000419	3	618.2368421052631
OG0000420	3	1329
OG0000421	3	1508.3684210526317
OG0000422	3	699
OG0000423	3	841.421052631579
OG0000424	3	750.2368421052631
OG0000425	3	1490.1315789473683
OG0000426	3	582
OG0000427	3	1396.1052631578948
OG0000428	3	597.1578947368421
OG0000429	3	981.1578947368421
OG0000430	3	250.26315789473685
OG0000431	3	407.2894736842105
OG0000432	3	588
OG0000433	3	945
OG0000434	3	738
OG0000435	3	237
OG0000436	3	1066.8947368421052
OG0000437	3	683.3684210526316
OG0000438	3	831.7105263157895
OG0000439	3	1014.7894736842105
OG0000440	3	968.8421052631579
OG0000441	3	1093.342105263158
OG0000442	3	1190.7631578947369
OG0000443	3	447
OG0000444	3	1290
OG0000445	3	423
OG0000446	3	595.0263157894736
OG0000447	3	1986
OG0000448	3	862.1052631578947
OG0000449	3	311.2105263157895
OG0000450	3	1278
OG0000451	3	662.7631578947369
OG0000452	3	1176.3947368421052
OG0000453	3	453.63157894736844
OG0000454	3	387
OG0000455	3	861.4736842105264
OG0000456	3	1891.2631578947369
OG0000457	3	765
OG0000458	3	452.92105263157896
OG0000459	3	1629
OG0000460	3	844.1052631578947
OG0000461	3	1270.9736842105262
OG0000462	3	312.94736842105266
OG0000463	3	1041
OG0000464	3	1365
OG0000465	3	1335.6315789473683
OG0000466	3	1479.4736842105262
OG0000467	3	963
OG0000468	3	462
OG0000469	3	1080.8684210526317
OG0000470	3	439.42105263157896
OG0000471	3	1359
OG0000472	3	632.6842105263158
OG0000473	3	1275
OG0000474	3	2425.657894736842
OG0000475	3	279
OG0000476	3	1435.342105263158
OG0000477	3	1500
OG0000478	3	399
OG0000479	3	417.39473684210526
OG0000480	3	737.1315789473684
OG0000481	3	833.8421052631579
OG0000482	3	215.68421052631578
OG0000483	3	531.4736842105264
OG0000484	3	429
OG0000485	3	701.8421052631579
OG0000486	3	528.7105263157895
OG0000487	3	4152.1578947368425
OG0000488	3	4212
OG0000489	3	690.5526315789474
OG0000490	3	1420.578947368421
OG0000491	3	279.3157894736842
OG0000492	3	1349.1315789473683
OG0000493	3	408.55263157894734
OG0000494	3	423
OG0000495	3	462
OG0000496	3	831.3947368421053
OG0000497	3	777.8684210526316
OG0000498	3	924
OG0000499	3	720
OG0000500	3	561
OG0000501	3	1139.4473684210527
OG0000502	3	2397.2368421052633
OG0000503	3	1047
OG0000504	3	468
OG0000505	3	822.3157894736842
OG0000506	3	873
OG0000507	3	1193.842105263158
OG0000508	3	772.6578947368421
OG0000509	3	708
OG0000510	3	721.3421052631579
OG0000511	3	1296
OG0000512	3	1429.421052631579
OG0000513	3	706.421052631579
OG0000514	3	560.1315789473684
OG0000515	3	1395.3157894736842
OG0000516	3	1378.342105263158
OG0000517	3	1668.7105263157894
OG0000518	3	1376.921052631579
OG0000519	3	1404.5526315789473
OG0000520	3	1385.1315789473683
OG0000521	3	363
OG0000522	3	465.2368421052632
OG0000523	3	376.57894736842104
OG0000524	3	285.2368421052632
OG0000525	3	4559.210526315789
OG0000526	3	1090.8157894736842
OG0000527	3	1311.7894736842106
OG0000528	3	483
OG0000529	3	1128
OG0000530	3	618
OG0000531	3	457.57894736842104
OG0000532	3	480
OG0000533	3	591.5526315789474
OG0000534	3	1075.8947368421052
OG0000535	3	975
OG0000536	3	322.89473684210526
OG0000537	3	504
OG0000538	3	1985.842105263158
OG0000539	3	622.6578947368421
OG0000540	3	1358.7631578947369
OG0000541	3	494.92105263157896
OG0000542	3	982.421052631579
OG0000543	3	633.1578947368421
OG0000544	3	558.3947368421053
OG0000545	3	168
OG0000546	3	2275.9736842105262
OG0000547	3	1226.4473684210527
OG0000548	3	1301.5263157894738
OG0000549	3	960.7105263157895
OG0000550	3	1624.7368421052631
OG0000551	3	480
OG0000552	3	288
OG0000553	3	1483.657894736842
OG0000554	3	783
OG0000555	3	1058.5263157894738
OG0000556	3	1077
OG0000557	3	1135.8157894736842
OG0000558	3	588.5526315789474
OG0000559	3	779.3684210526316
OG0000560	3	213
OG0000561	3	795
OG0000562	3	831
OG0000563	3	717
OG0000564	3	834.1578947368421
OG0000565	3	820.8157894736842
OG0000566	3	639.078947368421
OG0000567	3	888.5526315789474
OG0000568	3	645.9473684210526
OG0000569	3	1560
OG0000570	3	774
OG0000571	3	810
OG0000572	3	376.1842105263158
OG0000573	3	486
OG0000574	3	465
OG0000575	3	1785
OG0000576	3	2065.1052631578946
OG0000577	3	738.4736842105264
OG0000579	3	582
OG0000580	3	1191
OG0000581	3	669.5526315789474
OG0000582	3	1308
OG0000583	3	2070
OG0000584	3	1048.1052631578948
OG0000585	3	492
OG0000586	3	621
OG0000587	3	309.1578947368421
OG0000588	3	1965
OG0000589	3	1495.578947368421
OG0000590	3	1455
OG0000591	3	806.921052631579
OG0000592	3	1677
OG0000593	3	1327.2631578947369
OG0000594	3	1269
OG0000595	3	681
OG0000596	3	289.57894736842104
OG0000597	3	3501
OG0000598	3	612
OG0000599	3	2628.7105263157896
OG0000600	3	1230
OG0000601	3	2451.7894736842104
OG0000602	3	966.4736842105264
OG0000603	3	476.5263157894737
OG0000604	3	1254
OG0000605	3	681
OG0000606	3	1146
OG0000607	3	1512
OG0000608	3	756.2368421052631
OG0000609	3	1280.921052631579
OG0000610	3	1246.421052631579
OG0000611	3	402
OG0000612	3	334.7368421052632
OG0000613	3	333.07894736842104
OG0000614	3	1225.1052631578948
OG0000615	3	810
OG0000616	3	306
OG0000617	3	689.2894736842105
OG0000618	3	1213.2631578947369
OG0000619	3	1083.6315789473683
OG0000620	3	612
OG0000621	3	2541.5526315789475
OG0000622	3	499.42105263157896
OG0000623	3	421.3421052631579
OG0000624	3	534
OG0000625	3	675
OG0000626	3	1306.657894736842
OG0000627	3	549
OG0000628	3	765
OG0000629	3	240
OG0000630	3	672.3157894736842
OG0000631	3	234
OG0000632	3	332.92105263157896
OG0000633	3	1257
OG0000634	3	2250
OG0000635	3	1794
OG0000636	3	1153.5
OG0000637	3	1514.842105263158
OG0000638	3	2174.3684210526317
OG0000639	3	248.8421052631579
OG0000640	3	1253.1315789473683
OG0000641	3	3489.4736842105262
OG0000642	3	2109
OG0000643	3	1824
OG0000644	3	1357.1052631578948
OG0000645	3	795.8684210526316
OG0000646	3	324
OG0000647	3	1202.6052631578948
OG0000648	3	1758
OG0000649	3	2506.7368421052633
OG0000650	3	1107.078947368421
OG0000651	3	987
OG0000652	3	1215
OG0000653	3	521.3684210526316
OG0000654	3	2786.5263157894738
OG0000655	3	512.4473684210526
OG0000656	3	1410
OG0000657	3	548.8421052631579
OG0000658	3	783.1578947368421
OG0000659	3	984
OG0000660	3	1787.0526315789473
OG0000661	3	2668.5
OG0000662	3	1044
OG0000663	3	1319.5263157894738
OG0000664	3	1395
OG0000665	3	429
OG0000666	3	1044.3157894736842
OG0000667	3	390
OG0000668	3	369
OG0000669	3	578.921052631579
OG0000670	3	1347
OG0000671	3	468
OG0000672	3	207
OG0000673	3	549
OG0000674	3	363
OG0000675	3	534
OG0000676	3	399
OG0000677	3	306
OG0000678	3	558
OG0000679	3	315
OG0000680	3	369
OG0000681	3	240.23684210526315
OG0000682	3	201
OG0000683	3	414
OG0000684	3	711
OG0000685	3	390
OG0000686	3	279
OG0000687	3	834
OG0000688	3	294
OG0000689	3	621
OG0000690	3	739.578947368421
OG0000691	3	309
OG0000692	3	471
OG0000693	3	372
OG0000694	3	791.8421052631579
OG0000695	3	906
OG0000696	3	746.6842105263158
OG0000697	3	717
OG0000698	3	747
OG0000699	3	2727
OG0000700	3	567
OG0000701	3	1258.9736842105262
OG0000702	3	675
OG0000703	3	2366.2894736842104
OG0000704	3	2515.184210526316
OG0000705	3	949.2631578947369
OG0000706	3	1560.7105263157894
OG0000707	3	1401.4736842105262
OG0000708	3	1020
OG0000709	3	735
OG0000710	3	1121.2105263157894
OG0000711	3	873.2368421052631
OG0000712	3	1520.842105263158
OG0000713	3	937.3421052631579
OG0000714	3	1146.157894736842
OG0000715	3	510
OG0000716	3	795
OG0000717	3	545.2894736842105
OG0000718	3	183.71052631578948
OG0000719	3	2335.4210526315787
OG0000720	3	582
OG0000721	3	870
OG0000722	3	2156.2105263157896
OG0000723	3	1662
OG0000724	3	888.9473684210526
OG0000725	3	873.7105263157895
OG0000726	3	1772.4473684210527
OG0000727	3	1300.8947368421052
OG0000728	3	912
OG0000729	3	921
OG0000730	3	979.9736842105264
OG0000731	3	1426.1052631578948
OG0000732	3	1137
OG0000733	3	1152.4736842105262
OG0000734	3	1435.578947368421
OG0000735	3	1071
OG0000736	3	1425.157894736842
OG0000737	3	1452
OG0000738	3	406.42105263157896
OG0000739	3	1001.8421052631579
OG0000740	3	540
OG0000741	3	734.2105263157895
OG0000742	3	2015.3684210526317
OG0000743	3	1938
OG0000744	3	1218
OG0000745	3	251.76315789473685
OG0000746	3	520.1842105263158
OG0000747	3	3486
OG0000748	3	210
OG0000749	3	955.421052631579
OG0000750	3	537.1578947368421
OG0000751	3	651
OG0000752	3	709.7368421052631
OG0000753	3	501
OG0000754	3	270.63157894736844
OG0000755	3	876.1578947368421
OG0000756	3	1081.342105263158
OG0000757	3	786.078947368421
OG0000758	3	933
OG0000759	3	628.421052631579
OG0000760	3	582
OG0000761	3	745.9736842105264
OG0000762	3	1104
OG0000763	3	441
OG0000764	3	474.7105263157895
OG0000765	3	1254
OG0000766	3	1032
OG0000767	3	912
OG0000768	3	2803.7368421052633
OG0000769	3	2097
OG0000770	3	582.3157894736842
OG0000771	3	894.6315789473684
OG0000772	3	909.9473684210526
OG0000773	3	1226.6842105263158
OG0000774	3	276
OG0000775	3	387.1578947368421
OG0000776	3	639
OG0000777	3	597
OG0000778	3	1119
OG0000779	3	953.8421052631579
OG0000780	3	783
OG0000781	3	880.2631578947369
OG0000782	3	930
OG0000783	3	1073.842105263158
OG0000784	3	1612.657894736842
OG0000785	3	615
OG0000786	3	1431
OG0000787	3	747
OG0000788	3	921
OG0000789	3	1649.1315789473683
OG0000790	3	1079.3684210526317
OG0000791	3	889.421052631579
OG0000792	3	379.8157894736842
OG0000793	3	792
OG0000794	3	414
OG0000795	3	1847.7631578947369
OG0000796	3	646.3421052631579
OG0000797	3	693
OG0000798	3	813
OG0000799	3	621.078947368421
OG0000800	3	1083.7105263157894
OG0000801	3	1134
OG0000802	3	1116
OG0000803	3	2804.2894736842104
OG0000804	3	369
OG0000805	3	1115.921052631579
OG0000806	3	207
OG0000807	3	1032
OG0000808	3	480
OG0000809	3	1333.0263157894738
OG0000810	3	866.2894736842105
OG0000811	3	1428.4736842105262
OG0000812	3	679.0263157894736
OG0000813	3	418.2631578947368
OG0000814	3	846
OG0000815	3	1555.421052631579
OG0000816	3	1071.6315789473683
OG0000817	3	297
OG0000818	3	1627.657894736842
OG0000819	3	519.7105263157895
OG0000820	3	1012.1052631578947
OG0000821	3	1987.2631578947369
OG0000822	3	1424.5263157894738
OG0000823	3	204.23684210526315
OG0000824	3	795
OG0000825	3	1014
OG0000826	3	438.7894736842105
OG0000827	3	1138.8157894736842
OG0000828	3	516.9473684210526
OG0000829	3	696.7105263157895
OG0000830	3	786.1578947368421
OG0000831	3	2587.5789473684213
OG0000832	3	746.4473684210526
OG0000833	3	219
OG0000834	3	496.57894736842104
OG0000835	3	1248
OG0000836	3	828.7105263157895
OG0000837	3	390
OG0000838	3	328.0263157894737
OG0000839	3	586.3421052631579
OG0000840	3	1200.3947368421052
OG0000841	3	624
OG0000842	3	815.8421052631579
OG0000843	3	883.8947368421053
OG0000844	3	335.8421052631579
OG0000845	3	448.2631578947368
OG0000846	3	2187
OG0000847	3	1582.2631578947369
OG0000848	3	1709.4473684210527
OG0000849	3	515.2894736842105
OG0000850	3	694.8947368421053
OG0000851	3	761.921052631579
OG0000852	3	222
OG0000853	3	575.5263157894736
OG0000854	3	851.7631578947369
OG0000855	3	660.1578947368421
OG0000856	3	616.8157894736842
OG0000857	3	1097.3684210526317
OG0000858	3	713.7631578947369
OG0000859	3	453
OG0000860	3	1196.6052631578948
OG0000861	3	1008
OG0000862	3	2007
OG0000863	3	292.89473684210526
OG0000864	3	376.7368421052632
OG0000865	3	525.9473684210526
OG0000866	3	259.42105263157896
OG0000867	3	1865.6052631578948
OG0000868	3	652.1052631578947
OG0000869	3	1484.6052631578948
OG0000870	3	912
OG0000871	3	1606.7368421052631
OG0000872	3	334.1842105263158
OG0000873	3	585
OG0000874	3	903
OG0000875	3	1244.5263157894738
OG0000876	3	286.42105263157896
OG0000877	3	1006.3421052631579
OG0000878	3	1648.1842105263158
OG0000879	3	918.078947368421
OG0000880	3	1536
OG0000881	3	585
OG0000882	3	604.8947368421053
OG0000883	3	2647.2631578947367
OG0000884	3	700.421052631579
OG0000885	3	660
OG0000886	3	954
OG0000887	3	666.9473684210526
OG0000888	3	1982.921052631579
OG0000889	3	1223.0526315789473
OG0000890	3	1488.078947368421
OG0000891	3	812.5263157894736
OG0000892	3	614.3684210526316
OG0000893	3	1279.1052631578948
OG0000894	3	1845
OG0000895	3	387
OG0000896	3	402
OG0000897	3	441
OG0000898	3	699
OG0000899	3	542.1315789473684
OG0000900	3	817.8157894736842
OG0000901	3	969
OG0000902	3	276.1578947368421
OG0000903	3	984.1578947368421
OG0000904	3	1895.921052631579
OG0000905	3	311.6842105263158
OG0000906	3	784.7368421052631
OG0000907	3	1717.657894736842
OG0000908	3	1358.2105263157894
OG0000909	3	1044.4736842105262
OG0000910	3	216
OG0000911	3	368.6842105263158
OG0000912	3	319.7368421052632
OG0000913	3	1566.157894736842
OG0000914	3	4701.789473684211
OG0000915	3	1525.578947368421
OG0000916	3	1095
OG0000917	3	429.07894736842104
OG0000918	3	682.3421052631579
OG0000919	3	748.8157894736842
OG0000920	3	2434.342105263158
OG0000921	3	1275
OG0000922	3	180
OG0000923	3	699.3157894736842
OG0000924	3	848.4473684210526
OG0000925	3	1041
OG0000926	3	798.8684210526316
OG0000927	3	1100.1315789473683
OG0000928	3	967.1052631578947
OG0000929	3	938.0526315789474
OG0000930	3	1134
OG0000931	3	390.3157894736842
OG0000932	3	411.7105263157895
OG0000933	3	282
OG0000934	3	484.57894736842104
OG0000935	3	1622.6842105263158
OG0000936	3	342
OG0000937	3	2922
OG0000938	3	1098.078947368421
OG0000939	3	1407
OG0000940	3	1213.8947368421052
OG0000941	3	3000.6315789473683
OG0000942	3	903
OG0000943	3	1197
OG0000944	3	963
OG0000945	3	1186.1052631578948
OG0000946	3	560.7631578947369
OG0000947	3	852
OG0000948	3	1239.157894736842
OG0000949	3	688.578947368421
OG0000950	3	901.9736842105264
OG0000951	3	798
OG0000952	3	648
OG0000953	3	1869
OG0000954	3	1308
OG0000955	3	1266
OG0000956	4	268.94117647058823
OG0000957	3	449.2142857142857
OG0000958	3	747.8684210526316
OG0000959	3	1102.8333333333333
OG0000960	3	2173.7368421052633
OG0000961	3	2135.3684210526317
OG0000962	3	1544.6153846153845
OG0000963	3	846
OG0000964	3	581.8421052631579
OG0000965	3	153
OG0000966	3	2907
OG0000967	3	933
OG0000968	3	297
OG0000969	3	640.421052631579
OG0000970	3	1661.7631578947369
OG0000971	3	3474.0789473684213
OG0000972	3	931.0263157894736
OG0000973	3	720.9473684210526
OG0000974	3	1587
OG0000975	3	2441.0526315789475
OG0000976	3	540
OG0000977	3	8576.684210526315
OG0000978	3	1839
OG0000979	3	2741.2894736842104
OG0000980	3	521.3684210526316
OG0000981	3	595.2631578947369
OG0000982	3	621.9473684210526
OG0000983	3	960.9473684210526
OG0000984	3	2531.0526315789475
OG0000985	3	636
OG0000986	3	1131.2368421052631
OG0000987	3	614.0526315789474
OG0000988	3	723
OG0000989	3	1922.0526315789473
OG0000990	3	1087.8947368421052
OG0000991	3	1880.842105263158
OG0000992	3	146.27027027027026
OG0000993	3	425.05263157894734
OG0000994	3	483
OG0000995	3	315.1578947368421
OG0000996	3	740.0526315789474
OG0000997	3	414
OG0000998	3	882.078947368421
OG0000999	3	1700.0526315789473
OG0001000	3	2219.9210526315787
OG0001001	3	848.921052631579
